stw_ID,stw_Image_ID,stw_Section_ID,stw_Section_Name,stw_DateAdded,stw_Text,stw_isCurrent,stw_Images
162,,452,Dominus Flevit (10 images),,"<p>
	Dominus Flevit is a Roman Catholic Church (compound) located on the upper third of the Mount of Olives overlooking the city of Jerusalem to the west.</p>
<p>
	This church was designed by Antonio Barluzzi and was constructed in the 1950&#39;s.&nbsp; The roof of the church is designed to resemble a &quot;tear drop&quot; &mdash; as the church commemorates Jesus weeping over the city of Jerusalem (Luke 19:41&ndash;44).&nbsp; On each of the four corners of the church are large representations of small glass vessels which were used to catch the tears of mourners in the first century A.D.</p>
",False,"IJNTMLDF35, IJNTMLDF01, IJNTMLDF20, DLPLTRCT01, IJNTMLDF14"
163,,562,Alalakh - Tell Atchana,,"<p>
	Alalakh (Tell Atchana/A&ccedil;&ccedil;ana) is a 54 acre [22 ha.] mound that is located in the southern portion of the Amuq Plain approximately 12 mi. [20 km.] east of Antioch on the Orontes and 30 mi. [47 km.] east of the shore of the Mediterranean Sea.</p>
<p>
	This important site was excavated by Sir Leonard Woolley and more recently by K. Aslihan Yener on behalf of the Turkish Ministry of Culture and Tourism and the Mustafa Kemal University in Antakya/Hatay.</p>
<p>
	It was an important center from roughly 2200&ndash;1200 B.C.&nbsp; The architectural finds as well as large and small finds (including over 550 cuneiform tablets) are abundant!</p>
",False,"TCMCAL01, TCMCAL04, TCMCAL10, TCMCAL21, Alalakhh01"
164,,589,Wild Boar,,"<p>
	Boars are mentioned 22 times in the Bible.&nbsp; They were unclean, and not to be eaten by the ancient Israelites (Lev 22:7; Deut 14:8).&nbsp; In the New Testament there is the famous story about Jesus casting demons into &quot;a herd of swine&quot; that rushed down a steep bank into the sea [of Galilee] (Matt 8:28-34; Mark 8:28&ndash;34; Luke 8:26&ndash;37) and also of the &quot;Prodigal Son&quot; who resorted to eating the pods that the [domesticated] pigs were eating&mdash;in a distant country (Luke 15:11&ndash;32).</p>
",False,"DLANWB02, DLANWB03, DLANWB04"
165,,339,Church of Primacy of Peter,,"<p>
	This small Franciscan chapel is located near&nbsp;<a href=""http://holylandphotos.org/control/go.asp?s=335"" target=""_blank"">Tabgha</a> on the northwestern shore of the Sea of Galilee.&nbsp; The first church was built during the Byzantine Period (fourth century A.D.) to commemorate Jesus feeding his disciples after his resurrection (John 21:1&ndash;24).</p>
",False,"INSGPP08, INSGPP05, INSGPP03, INSGPP07"
166,,65,Alexandria Troas,,"<p>
	Alexandria Troas was an Aegean seaport located in northwestern Turkey.&nbsp; In the New Testament it is mentioned five times as Troas.&nbsp; It was here, on Paul&#39;s second missionary journey, that in a vision he received a call to proceed to Europe (Acts 16:8&ndash;11). Because of the use of &quot;us&quot; it seems that Luke joined Paul and Silas on this portion of the journey.</p>
<p>
	As Paul was traveling from Corinth to Jerusalem at the end of his third journey he stopped in Troas for seven days (Acts 20:6&ndash;12). Acts records that during Paul&#39;s teaching, in an upper room on the third floor of a building, that Eutychus (&quot;Good Luck&quot;) fell to his death - but was revived by Paul! From Troas Paul walked (31.2 mi. [50 km.]) to <a href=""http://holylandphotos.org/control/go.asp?s=55"">Assos</a> where he met up with his traveling companions who had traveled by ship.</p>
<p>
	Alexandria Troas is huge &mdash; about 1,000(!) acres [405 ha.] in size. It is largely unexcavated although in recent years some work has begun at the site; and more is planned for the near future.</p>
",False,"TWNAATNW01, TWNAAT03, TWNAATZZ04"
167,,574,Ephesus Paul and Thecla Cave,,"<p>
	The Grotto of Paul (= Cave of Paul &amp; Thecla) is located on the northern slope of B&uuml;lb&uuml;l Dag, overlooking the site of ancient Ephesus from the south.</p>
<p>
	The interior walls were covered with up to four layers of paintings.&nbsp; The earliest date to the late fourth century A.D. and the latest to the 12/13 th century.</p>
<p>
	On the western wall the painting portrays an event from the apocryphal text sometimes called <em>The Acts of Paul and Thecla</em>.&nbsp; The painting depicts the initial event described in the book, in the city of Iconium, where Thecla is looking from a window [of her house?] at Paul preaching while Thecla&#39;s mother (Theocleia) looks on.&nbsp; Thecla, against the wishes of her mother, Theocleia, gave up her betrothal (engagement) in order to remain a virgin and to follow Paul and eventually to become a preacher herself.</p>
<p>
	The cave was excavated by Dr. Renate Pillinger from the University of Vienna in 1995.</p>
",False,"TWCSEPPT01, TWCSEPPT04, TWCSEPPT03, TWCSEPPT06"
168,,592,Ephesus Terrace Houses,,"<p>
	The Terrace Houses are located on the mountain slope south of Ephesus. The houses featured here are those of&nbsp; Unit 2 that consists of 7 houses covering over 43,000 sq. ft. [4,000 sq. m.]&mdash;almost 1 acre!</p>
<p>
	These residential units were initially built around A.D. 20 and went though a variety of changes until their destruction during the series of earthquakes in the third century A.D.</p>
<p>
	The multi-story houses were built around a peristyle courtyard.&nbsp; Many of the rooms had tiled floors and walls covered with frescos or marble!</p>
",False,"TWCSEPTH60, TWCSEPTH61, TWCSEPTH10"
169,,327,et-Tell/Bethsaida,,"<p>
	et&ndash;Tell is located 1 mi. north of the Sea of Galilee. It is a large 22 acre mound.&nbsp;</p>
<p>
	The site was probably the capital of the kingdom of Geshur&mdash;the place that one of David&rsquo;s wives (the mother of Absalom) was from (2 Sam 3:3; 13&ndash;20-38).&nbsp; The most important archaeological finds are from this period.</p>
<p>
	Its identification with New Testament Bethsaida is possible, but not certain.&nbsp; Bethsaida was the home of Philip, Andrew, and Peter&mdash;disciples of Jesus, and there Jesus performed a number of miracles including the healing of a blind man and the feeding of the 5,000.</p>
",False,"INSGET06, INSGET05, INSGET10"
170,,301,Tabernacle,,"<p>
	The Tabernacle was the religious structure that Moses was commanded to build. It was composed of three parts: a courtyard and a wooden framed tent that had two rooms&mdash;the Holy Place and the Most Holy Place (Holy of Holies; containing the Ark of the Covenant).</p>
<p>
	This life-size near replica of the biblical Tabernacle was constructed under the supervision of Dr. Randall Smith and was located near Kibbutz Almog&mdash;at the northwest end of the Dead Sea.&nbsp; It has been removed.</p>
",False,"DLRLTB03, DLRLTB08, DLRLTB10"
172,,372,The Monastery,,,False,
173,,582,Samothrace,,,False,
174,,141,Fig Trees,,"<p>
	ICHJRR02</p>
",False,"DLPLTRFG01, DLPLTRFG02"
175,,136,Daily Life and Artifacts,,,,
