section_ID,section_Parent_ID,section_Title,section_Text,section_Map_X,section_Map_Y,section_DateAdded,section_LastModified,section_SortOrder,section_Type_ID,section_Level,section_Image,section_Keywords,section_Notes,section_Old_ID,section_Old_Parent_ID
477,438,Shechem,"<p>Shechem is mentioned close to 60 times in the Bible. It was an important non-Israelite center that figured prominently in the stories of Abraham, Jacob, and later Abimelech (Judg 9). During the days of Joshua it seems to have served as an Israelite tribal and religious center.</p>

<p>Shechem was located on the boundary between Manasseh and Ephraim (Josh 17:2, 7) and was designated as a Levitical city as well as a city of refuge (Josh 20:7; 21:21; 1 Chron 6:66, 67). It served briefly as the first capital of the N kingdom but was replaced by Tirzah and then Samaria.&nbsp;&nbsp;</p>

<p>It is identified with T. Balatah (176179), that is located 30 mi. [48 km] N of Jerusalem, on E side of Nablus.</p>

<p>To view a very useful web site on the modern (2011!) development of Tell Balata <a href=""http://www.tellbalata.com/index.html"" target=""_blank"">click here</a>.&nbsp; Here you can download a pdf diagram of the tell, pdf maps on how to get there, and plans for future development.&nbsp; We wish them well!</p>

<p><img alt="""" src=""/userfiles/images/Shechem01.jpg"" style=""height:427px; width:640px"" /></p>
",,,,,,4,,477_Shechem-02.jpg,"Shechem, Tell Balata, Tel, Nablus, Palestine, Israel, Samaria, Manasseh, Hill Country Of, ICSASH",110807 - CR; Home,,
478,18,Umm el-Qanatir,"<p>
	Umm el&ndash;Q/Kanatir (The Mother of the Arch) is a site located on the upper reaches of the Wadi Samekh, 5 mi. [8.5 km.] east of the Sea of Galilee on the Golan Heights (Old Grid Ref: 219250).&nbsp; In recent years a synagogue, that was discovered in 1884, has been surveyed, excavated, and is in the process of reconstruction.</p>
<p>
	The village&mdash;ancient name not known&mdash;was constructed in the fourth or fifth century AD and was destroyed by the devastating earthquake of AD 749.</p>
<p>
	It boasts one of the best-preserved ancient synagogues in the land&mdash;90% of the remains (collapsed) were still in-situ after the earthquake of AD 749.&nbsp; It is in the process of being reconstructed by Yehoshua Dray and his colleagues.</p>
<p>
	In addition, remnants of a flax processing installation have been discovered by the spring in the village.</p>
<p>
	For additional information about Umm el&ndash;Q/Kanatir see <a href=""http://www.yeshuat.com"" target=""_blank"">Yeshu Dray&#39;s web site</a> and Singer, Suzanne F. &ldquo;Rising Again &mdash; Hi&ndash;tech Tools Reconstruct Umm el&ndash;Kanatir.&rdquo;<em>Biblical Archaeological Review</em> vol. 33, no. 6 (November/December, 2007): 52&ndash;55, 59.</p>
",,,,,,4,,478_Qanatir.jpg,"Umm El Kanatir Qanatir, el–, el-, Synagogue, Flax, Synagogues, Anastylosis, Golan Heights, Israel, INGLUK, Yehoshua Yeshu Dray, Restoration of Ancient Technology, Singer Susan, Biblical Archaeology Review, BAR",,,
479,18,Deir Aziz,"<p>
	Deir Aziz (&quot;Monastery of Aziz&quot;) is located 4 mi. [6.5 km.] east of the Sea of Galilee on the north side of a wadi that flows into the Nahal Qanaf.&nbsp; There is a very powerful spring at Deir Aziz and the remains of a prominent synagogue that dates to the Talmudic/Byzantine Period.</p>
",,,,,,4,,479_Deir-Aziz.jpg,"Synagogue, Deir Aziz, Monastery, Golan, Nahal Qanaf, INGLDA",110815 - CR; Home,,
480,211,Cedars of Lebanon,"<p>
	In the Bible, &quot;cedar&quot; is mention 76 times.&nbsp; This strong, fragrant, long-lasting, prized wood came from the trees that were grown in Lebanon.&nbsp; Cedar was used for paneling, columns and beams in palace, temples and other elite buildings in the ancient world.&nbsp; They are slow growing trees and can reach heights of 120 ft. [35 m.] and circumferences of 36 ft. [10 m.].&nbsp;</p>
<p>
	Cedars were used by Solomon in constructing buildings in Jerusalem and indeed, they were used all over the Near East for the construction of large buildings from ancient to relatively recent times.).&nbsp; For example it is said of Solomon that he &quot;... made silver as common in Jerusalem as stones, and cedar as plentiful as sycamore-fig trees in the Shephelah&quot; (1 Kings 10:27).</p>
<p>
	Today there are only several thousand Cedars of Lebanon in existence.&nbsp; The cedars pictured here are from a grove in the area of the Lebanese village of Bchare&eacute; that is located at an elevation of 6,500 ft. [2,000 m.] in Mount Lebanon&mdash;about 22 mi. [35 km.] inland from the Mediterranean Sea (about 40 mi. [65 km.] northeast of Beirut).</p>
<p>
	Twenty thousand hectares [49,000 acres) of the area has been declared a UNESCO Biosphere Reserve.</p>
",,,,,,4,,480_Bcharee-02.jpg,"Cedar, Cedars, Lebanon, Bcharee, Bchareé, Mount Lebanon, Mountain Mountains, Tree, Trees, Flora, Plant Plants, Mark Connally, Solomon, Temple Temples, Palace Palaces, UNESCO, Biosphere, LNBCCT",110815 - CR; Home,,
481,36,Khirbet Umm el–Amud Synagogue,"<p>Khirbet Umm el-Amud is a site located in Lower Galilee.&nbsp; Here there are remains of a village that existed from the Second Temple into the Byzantine Periods (unexcavated) and the remains of a synagogue (excavated) that dates to the third-fourth centuries A.D.&nbsp;</p>

<p>The synagogue has one column stranding and thus the site is called &quot;the ruin of the mother of the column&quot; in Arabic.&nbsp; The ancient name of the place is not known.</p>

<p>I believe that there was a track/road that connected the port of Ptolemais to Cana 17 mi. [27 km.], Cana to Kh. Umm el-Amud 6 mi. [10 km.], and Kh. Umm el-Amud to Magdala 6 mi. [10 km.].</p>

<p>It seems to me that Jesus and his followers may have used this track/road on a number of occasions as they traveled from Nazareth to Cana and from there to Magdala.&nbsp; Once at Magdala they could turn north to Capernaum or south to Tiberias.</p>

<p>Kh. Umm el&ndash;Amud is located right along this road, just east of the watershed of the Beth Netopha Valley as the descent to the Sea of Galilee begins.</p>

<p>In Hebrew the site is called Horvat Ammudim and another Arabic rendering is Khirbet Umm el&ndash;Amed (Grid Ref 1886.2466). Horvat (Hebrew) and Khirbet (Arabic) both mean &quot;ruin.&quot; Amud (&quot;column&quot;) and &quot;Ammudim&quot; (columns) are Hebrew/Arabic.</p>
",,,,,12,4,,481_Amud 06.jpg,"Horvat Ammudim, Khirbet Umm el-Amed, Umm El Amud, Kh, Jesus, Road, Route, Beth Bet Netopha Netofa, Valley, Synagogue, Column, Columns, Lower Galilee, Israel, INLGHA",,,
482,120,Views to Acropolis,"<p>
	I have begun to post views of the acropolis in Athens.&nbsp; This will be completed by the end of the first week of September 2011.</p>
",,,,,0,4,,482_GSATACVT01_400.jpg,"Acropolis, Parthenon, View Views To, Athens, Greece",,,
483,35,Temple of Zeus,"<p>
	The Temple of Olympian Zeus is located just outside of the ancient city of Athens&mdash;east southeast of the acropolis.&nbsp; This huge temple went through several variations but the main one was begun in the fourth century B.C.&nbsp; Antiochus IV Epiphanes, Augustus, and others were involved in its construction.&nbsp; It was finally completed by the Roman Emperor Hadrian (ca. A.D. 132).</p>
<p>
	It was 360 ft. [110 m.] long and 140 ft. [43 m.] wide.&nbsp; The building was surrounded by 104(!) columns of which 16&mdash;one toppled&mdash;are still preserved.</p>
",,,,,,4,,483_GSATTZ04_400.jpg,"Temple Zeus, Olympieion, Olympian, GSATTZ",110903 - CR; Home,,
484,391,Aizanoi,"<p>
	Aizanoi (Aezani, modern &Ccedil;avdarhisar) is a site that is located 170 mi. [273 km.] southwest of Ankara (as &quot;the crow flies&quot;).&nbsp;</p>
<p>
	Aizanoi is a very large Roman site located on the banks of the Penkalas (today <em>Koca&ccedil;ay</em>) river, a tributary to the Rhyndakos.</p>
<p>
	<a href=""http://holylandphotos.org/browse.asp?s=1,3,8,391,484&amp;img=TNCAI01""><img alt="""" src=""/userfiles/images/DSC_8398.jpg"" style=""width: 300px; height: 199px; margin-left: 5px; margin-right: 5px; float: left;"" /></a>One of the best-preserved temples of the ancient world is located there as are the impressive remains of a stadium, theater, bathhouse, meat market, etc.</p>
<p>
	Dr. Mark Wilson states that &quot;Paul probably passed through the Greco&ndash;Roman city of Aizanoi while passing through Mysa on his second journey to Troas (Acts 16:8)&quot; <a href=""http://www.amazon.com/exec/obidos/ASIN6055607352/holylandphoto-20"" target=""_blank""><em>Biblical Turkey &mdash; A Guide to the Jewish and Christian Sites of Asia Minor</em></a>, p. 161.</p>
",,,,,,4,,484_AizanoiMap.jpg,"Aizanoi, Aezani, Temple Zeus, Phrygia, Turkey, Çavdarhisar, Cavdarhisar, Map",110917 - CR; Home,,
486,486,Introduction to the Middle East as A Whole,"<p>
	In this chapter of the <em><a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible</em></a> </em>(16&mdash;20) I introduce the geography, the climate, and the major regions of the area.</p>
",,,,,,3,,,"Middle East, Near East, Zondervan Atlas of the Bible, Carl Rasmussen",111012 - CR; Home,,
488,0,Atlas Images,"<p><a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20""><img alt="""" src=""/UserFiles/AtlasCover01.jpg"" style=""float:left; height:200px; margin-left:15px; margin-right:15px; width:150px"" /></a>All the pictures that were used in my atlas &mdash;<a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible</em></a> are now available on this website.</p>

<p>You are welcome to use them in your personal PowerPoint Presentations</p>

<p><strong>Please click on the left column to the images from the various sections and chapters in the <em>Atlas</em></strong>.</p>

<p>To use the images for commercial purposes, please <a href=""mailto:holylandphotos@comcast.net?subject=Commercial%20Image%20Usage"">contact me</a> at HolyLandPhotos@comcast.net.</p>
",,,,,,1,,,"Middle East, Near East, Zondervan Atlas of the Bible, Carl Rasmussen, Atlas 2, Image, Images",111012 - CR; Home,,
490,488,Introduction to the Middle East as a Whole,"<p>
	This images in this section are from the chapter &quot;Introduction to the Middle East as a Whole&quot; in the <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible </em></a>(pp. 16&mdash;20).</p>
<p>
	<strong>For commercial publication in books, web sites, etc</strong>. please contact me for modest commercial publication fee and rights.</p>
",,,,,0,4,,490_Atlas16_400.jpg,,,,
491,438,Views,"<p>
	This section will include views of the countryside of the Hill Country of Manasseh.</p>
",,,,,,4,,491_Atlas16_400.jpg,"View Views, Hill Country of Manasseh, Samaria",,,
492,488,Geography of Israel and Jordan — Zondervan Atlas 21–64,"<p>The images in this &quot;The Geography of Israel and Jordan&quot; are arranged according to the order found in the <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible</em></a> pp. 21&mdash;79.&nbsp; I will first be loading the images used in my <em>Atlas</em> and then will post additional images that are related to a given topic/chapter.</p>

<p><em><strong>The sequence of images (left column) follows the order of the Atlas</strong></em>.</p>

<p><strong>For commercial publication in books, web sites, etc</strong>. please contact me for modest commercial publication fee and rights.</p>
",,,,,1,4,,492_AtlasCover01.jpg,,,,
493,24,Jezreel Valley Views,,,,,,,4,,JezreelValleyMap01.jpg,"Jezreel Valley, View Views",111013 - CR; Home,,
495,197,South/Edom 2 Folders,"<p>South of the Zered Valley the mountains of Edom extend to Aqaba, some of them reaching elevations of 4,500 feet. Along the western crest of this ridge there is sufficient rainfall for growing wheat and barley, but at lower elevations the amount of rainfall decreases rapidly.</p>

<p>In biblical times one of the names for the region was Mount Seir, &ldquo;The Hairy One,&rdquo; probably because of the scrub forests that covered the mountains. Again, hard limestone and chalk dominate the surface of the landscape, but because the steep western slopes, composed of Nubian sandstone, have a red appearance in the late afternoon sun, the name &ldquo;Edom&rdquo; (Heb. for &ldquo;red&rdquo;) is appropriate for this area.</p>

<p>The most famous city of this remote region is Petra, capital city of the Nabateans (ca. 200 BC to AD 200), the people who eventually replaced the Old Testament Edomites.</p>
",,,,,,3,,495_South-01.jpg,"Edom, Edomites, Nabateans, Petra, Mount Seir, Jordan, Sandstone",111016 - CR; Home,,
496,495,Wadi Ram/Rum,"<p>
	This dramatic area is located in southern Jordan northeast of Aqaba.&nbsp; Its sandstone mountains and sandy valleys/plains were justly made famous in the motion picture &quot;Lawrence of Arabia.&quot;</p>
",,,,,,4,,496_South-01.jpg,"Wadi, Ram, Rum, Rumm, Edom, Edomites, Mount Seir, Jordan, Sandstone, Lawrence of Arabia",111016 - CR; Home,,
497,198,Regional Views,"<p>
	The area of &ldquo;Central Jordan&rdquo; stretches from Amman in the north to Kerak in the south.&nbsp; This area was the home of the Moabites.&nbsp;</p>
<p>
	In biblical times the area north of the Arnon River (Wadi Mujib) was allotted to and settled by the Israelite tribes of Reuben and Gad.&nbsp; North of the Arnon the plateau reaches 2,100 ft. [640 m.] in elevation &mdash; the tableland of Moab (the Mishor) and was home to the Reubenites and Gadites.&nbsp;</p>
<p>
	The area to the south of the Arnon but north of the Zered was the old &quot;heartland&quot; of the Moabites.&nbsp; There elevations rise to 3,600 ft. [1100 m.].&nbsp; Settlements tended to cling to the peaks of these ridges, for the Arabian Desert is only a few miles to the east-beginning at Quatrana.</p>
",,,,,,4,,497_AmmanToZered01.jpg,"Madaba, Medeba, Central, Jordan, Mishor, Plateau, Map, Maps",,,
498,488,Egypt - Zondervan Atlas 65-71,"<p>
	The images in this section are from the <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible</em></a> &quot;The Geography of Egypt&quot; pp. 65&ndash;71.&nbsp; I have not yet posted images of Egypt on this web site (this is still in the future), but in the mean time I thought I would post those used in my atlas, plus a few others, that might be of interest for your personal use.</p>
<p>
	To view additional images of Egypt <a href=""go.asp?s=499"">Click Here</a>.</p>
<p>
	<strong>For commercial publication in books, web sites, etc</strong>. please contact me for modest commercial publication fee and rights.</p>
",,,,,2,4,,498_AtlasB67_400.jpg,"Egypt, Zondervan Atlas of the Bible, Carl Rasmussen",111019 CR; Home,,
499,1,Egypt (3 folders),"<p class=""Carl3"">
	In this section I have posted and collected a number of images associated with the landscape, history, and archaeology of Egypt.</p>
<p class=""Carl3"">
	To be included here are not just images of the famous monumental sites (pyramids, temples, etc.) but also scenes that represent the much more common and important aspects of daily life.</p>
<p class=""Carl3"">
	Included are inscriptions that are especially important for biblical studies.</p>
<p class=""Carl3"">
	The complete development of this section is still in the future.</p>
",,,,,,2,,499_AtlasA85_400.jpg,Egypt,111019 - CR; Home,,
501,499,Views of Egypt (9 images),"<p class=""Carl3"">
	In this section I have posted and collected a number of images associated with the landscape, history, and archaeology of Egypt.</p>
<p class=""Carl3"">
	To be included here are not just images of the famous monumental sites (pyramids, temples, etc.) but also scenes that represent the much more common and important aspects of daily life.</p>
<p class=""Carl3"">
	Also, to be included will be some inscriptions that are especially important for biblical studies.</p>
<p class=""Carl3"">
	The complete development of this section is still in the future.</p>
",,,,,0,4,,501_AtlasA67_400.jpg,"View Views, Egypt, Temporary",,,
502,488,"Syria, Lebanon, Mesopotamia 72-79","<p>
	For additional images of Lebanon <a href=""go.asp?s=211"">Click Here</a>.</p>
",,,,,3,4,,,,,,
503,1,Syria,"<p>
	<style type=""text/css"">
<!--{cke_protected}{C}%3C!%2D%2D%0A%20%2F*%20Font%20Definitions%20*%2F%0A%40font-face%0A%09%7Bfont-family%3ACambria%3B%0A%09panose-1%3A2%204%205%203%205%204%206%203%202%204%3B%0A%09mso-font-charset%3A0%3B%0A%09mso-generic-font-family%3Aauto%3B%0A%09mso-font-pitch%3Avariable%3B%0A%09mso-font-signature%3A3%200%200%200%201%200%3B%7D%0A%20%2F*%20Style%20Definitions%20*%2F%0Ap.MsoNormal%2C%20li.MsoNormal%2C%20div.MsoNormal%0A%09%7Bmso-style-parent%3A%22%22%3B%0A%09margin-top%3A0in%3B%0A%09margin-right%3A0in%3B%0A%09margin-bottom%3A10.0pt%3B%0A%09margin-left%3A0in%3B%0A%09mso-pagination%3Awidow-orphan%3B%0A%09font-size%3A12.0pt%3B%0A%09font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-ascii-font-family%3ACambria%3B%0A%09mso-ascii-theme-font%3Aminor-latin%3B%0A%09mso-fareast-font-family%3ACambria%3B%0A%09mso-fareast-theme-font%3Aminor-latin%3B%0A%09mso-hansi-font-family%3ACambria%3B%0A%09mso-hansi-theme-font%3Aminor-latin%3B%0A%09mso-bidi-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-bidi-theme-font%3Aminor-bidi%3B%7D%0Ap.Carl3%2C%20li.Carl3%2C%20div.Carl3%0A%09%7Bmso-style-name%3A%22Carl%203%22%3B%0A%09margin%3A0in%3B%0A%09margin-bottom%3A.0001pt%3B%0A%09mso-pagination%3Awidow-orphan%3B%0A%09font-size%3A12.0pt%3B%0A%09font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-fareast-font-family%3ACambria%3B%0A%09mso-fareast-theme-font%3Aminor-latin%3B%0A%09mso-bidi-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-bidi-theme-font%3Aminor-bidi%3B%0A%09color%3Ablack%3B%7D%0A%40page%20Section1%0A%09%7Bsize%3A8.5in%2011.0in%3B%0A%09margin%3A1.0in%201.25in%201.0in%201.25in%3B%0A%09mso-header-margin%3A.5in%3B%0A%09mso-footer-margin%3A.5in%3B%0A%09mso-paper-source%3A0%3B%7D%0Adiv.Section1%0A%09%7Bpage%3ASection1%3B%7D%0A%2D%2D%3E-->	</style>
</p>
<p class=""Carl3"">
	This section contains a few images of Syria.&nbsp; The image above is a view of the Syrian landscape in the vicinity of Kadesh on the Orontes River.</p>
",,,,,,2,,503_SYKD01_400.jpg,Syria,,,
504,503,Kadesh on the Orontes,"<p>
	Kadesh on the Orontes River&mdash;also spelled Kedesh, Qedesh&mdash;is located in Syria near the Lebanese border.&nbsp; The winding river in the image is the Orontes River that basically flows north at this point in its course.</p>
<p>
	It was here that the Egyptian Pharaoh Rameses II battled the Hittites in 1275 B.C.&nbsp; The battle was basically a &quot;draw&quot; and Egypt continued to control the territory south of Kadesh while the Hittites controlled the land to the north&mdash;the Hittite homeland was in central Anatolia.</p>
<p>
	In 1258 Rameses II made a treaty with the Hittite ruler Hatussilis III confirming this arrangement.&nbsp; <a href=""go.asp?img=TWMRISAO08"" target=""_blank"">Click Here</a> to view a cuneiform copy of the treaty.&nbsp; For information on the Battle of Kadesh see pp. 125&ndash;27 in the <em>Zondervan Atlas of the Bible.</em></p>
<p>
	Some scholars believe the Rameses II was the Pharaoh of the Exodus.</p>
",,,,,,4,,504_Kadesh.jpg,"Kedesh On The Orontes, Kadesh, Qedesh, Syria, Rameses II, Hittite, Hittites, Late Date Exodus, Treaty",,,
506,488,Pre-Patriarchal Period 82-88,"<p>
	The images in this section are from the <em>Zondervan Atlas of the Bible</em> &quot;The Pre&ndash;Patriarchal Period&quot; pp. 82-88.&nbsp; The images in this section are mainly from The Early Bronze Age (3150-2200 B.C.).</p>
<p>
	<strong>For commercial publication in books, web sites, etc</strong>. please <a href=""mailto:holylandphotos@comcast.net?subject=Use%20of%20Images"">contact me</a> for modest commercial publication fee and rights.</p>
<p>
	To consider purchasing the <em>Zondervan Atlas of the Bible</em> <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank"">Click Here</a>.</p>
",,,,,4,4,,506_INJVMG04_400.jpg,"Pre Patriarchal Period, EB EBA, Early Bronze Age, Zondervan Atlas of the Bible, Carl Rasmussen",111023 - CR; Home,,
507,488,Patriarchs and Egyptian Sojourn 89-99,"<p>
	The images in this section are from the <em>Zondervan Atlas of the Bible</em> &quot;The Patriarchs and the Egyptian Sojourn&quot; pp. 89&ndash;99.&nbsp; The images in this section are mainly from the Middle Bronze Age (2200&ndash;1550 B.C.).</p>
<p>
	<strong>For commercial publication in books, web sites, etc</strong>. please <a href=""mailto:holylandphotos@comcast.net?subject=Use%20of%20Images"">contact me</a> for modest commercial publication fee and rights.</p>
<p>
	To consider purchasing the <em>Zondervan Atlas of the Bible</em> <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank"">Click Here</a>.</p>
",,,,,5,4,,507_ICSHGZ14_400.jpg,"Egyptian Sojourn, Patriarchal Period, MB, MB I II, Middle Bronze Age, Zondervan Atlas of the Bible, Carl Rasmussen",111024 - CR; Home,,
508,207,Jabbok River Area,"<p>
	<style type=""text/css"">
<!--{cke_protected}{C}%3C!%2D%2D%0A%20%2F*%20Font%20Definitions%20*%2F%0A%40font-face%0A%09%7Bfont-family%3ACambria%3B%0A%09panose-1%3A2%204%205%203%205%204%206%203%202%204%3B%0A%09mso-font-charset%3A0%3B%0A%09mso-generic-font-family%3Aauto%3B%0A%09mso-font-pitch%3Avariable%3B%0A%09mso-font-signature%3A3%200%200%200%201%200%3B%7D%0A%20%2F*%20Style%20Definitions%20*%2F%0Ap.MsoNormal%2C%20li.MsoNormal%2C%20div.MsoNormal%0A%09%7Bmso-style-parent%3A%22%22%3B%0A%09margin-top%3A0in%3B%0A%09margin-right%3A0in%3B%0A%09margin-bottom%3A10.0pt%3B%0A%09margin-left%3A0in%3B%0A%09mso-pagination%3Awidow-orphan%3B%0A%09font-size%3A12.0pt%3B%0A%09font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-ascii-font-family%3ACambria%3B%0A%09mso-ascii-theme-font%3Aminor-latin%3B%0A%09mso-fareast-font-family%3ACambria%3B%0A%09mso-fareast-theme-font%3Aminor-latin%3B%0A%09mso-hansi-font-family%3ACambria%3B%0A%09mso-hansi-theme-font%3Aminor-latin%3B%0A%09mso-bidi-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-bidi-theme-font%3Aminor-bidi%3B%7D%0Ap.Carl3%2C%20li.Carl3%2C%20div.Carl3%0A%09%7Bmso-style-name%3A%22Carl%203%22%3B%0A%09margin%3A0in%3B%0A%09margin-bottom%3A.0001pt%3B%0A%09mso-pagination%3Awidow-orphan%3B%0A%09font-size%3A12.0pt%3B%0A%09font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-fareast-font-family%3ACambria%3B%0A%09mso-fareast-theme-font%3Aminor-latin%3B%0A%09mso-bidi-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-bidi-theme-font%3Aminor-bidi%3B%0A%09color%3Ablack%3B%7D%0A%40page%20Section1%0A%09%7Bsize%3A8.5in%2011.0in%3B%0A%09margin%3A1.0in%201.25in%201.0in%201.25in%3B%0A%09mso-header-margin%3A.5in%3B%0A%09mso-footer-margin%3A.5in%3B%0A%09mso-paper-source%3A0%3B%7D%0Adiv.Section1%0A%09%7Bpage%3ASection1%3B%7D%0A%2D%2D%3E-->	</style>
</p>
<p class=""Carl3"">
	The major wadi of Gilead is the Jabbok that divides it into northern and southern portions. The Jabbok River begins near Rabbah/Philadelphia (modern <em>Amman</em>), where it flows north and then heads west to join the Jordan River.</p>
<p class=""Carl3"">
	Although narrow, the Jabbok is farmed along most of its length, and its descent from the hills of Gilead to Succoth (<em>Deir Alla</em>) in the Rift Valley is relatively easy. It is possible that the route that ran through this valley to Succoth, crossed the Jordan River, and continued up the <em>Wadi Farah</em> to Shechem, was the route used by Abraham and later by Jacob to enter the land of Canaan (Gen 12:5&thinsp;&ndash;&thinsp;6; 32:22&thinsp;&ndash;&thinsp;33:20).</p>
",,,,,,4,,508_Jabbok-River-03.jpg,"Jabbok River, Jordan River, Succoth, Deir Alla, Shechem, Abraham, Jacob",111025 - CR; Home,,
510,488,Exodus and Conquest 100-112,"<p>
	The images in this section are from the <em>Zondervan Atlas of the Bible</em> &quot;Exodus and Conquest&quot; pp. 100&ndash;112.&nbsp; The images in this section are mainly from the Late Bronze I Age (1550&ndash;1400 B.C.).</p>
<p>
	<strong>For commercial publication in books, electronic media, web sites, etc</strong>. please contact <a href=""mailto:holylandphotos@comcast.net?subject=Image%20Usage"">Carl Rasmussen</a> for information on modest commercial publication fees and rights.</p>
<p>
	To consider purchasing the <em>Zondervan Atlas of the Bible</em> <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank"">Click Here</a>.</p>
",,,,,6,4,,510_Atlas105_400.jpg,"Exodus, Conquest, Late Bronze I, LB I, Zondervan Atlas of the Bible, Carl Rasmussen",111025 - CR; Home,,
511,499,Sinai Peninsula,"<p>
	<style type=""text/css"">
<!--{cke_protected}{C}%3C!%2D%2D%0A%20%2F*%20Font%20Definitions%20*%2F%0A%40font-face%0A%09%7Bfont-family%3ACambria%3B%0A%09panose-1%3A2%204%205%203%205%204%206%203%202%204%3B%0A%09mso-font-charset%3A0%3B%0A%09mso-generic-font-family%3Aauto%3B%0A%09mso-font-pitch%3Avariable%3B%0A%09mso-font-signature%3A3%200%200%200%201%200%3B%7D%0A%20%2F*%20Style%20Definitions%20*%2F%0Ap.MsoNormal%2C%20li.MsoNormal%2C%20div.MsoNormal%0A%09%7Bmso-style-parent%3A%22%22%3B%0A%09margin%3A0in%3B%0A%09margin-bottom%3A.0001pt%3B%0A%09mso-pagination%3Awidow-orphan%3B%0A%09font-size%3A12.0pt%3B%0A%09font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-ascii-font-family%3ACambria%3B%0A%09mso-ascii-theme-font%3Aminor-latin%3B%0A%09mso-fareast-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-fareast-theme-font%3Aminor-fareast%3B%0A%09mso-hansi-font-family%3ACambria%3B%0A%09mso-hansi-theme-font%3Aminor-latin%3B%0A%09mso-bidi-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-bidi-theme-font%3Aminor-bidi%3B%7D%0Ap.Carl3%2C%20li.Carl3%2C%20div.Carl3%0A%09%7Bmso-style-name%3A%22Carl%203%22%3B%0A%09margin%3A0in%3B%0A%09margin-bottom%3A.0001pt%3B%0A%09mso-pagination%3Awidow-orphan%3B%0A%09font-size%3A12.0pt%3B%0A%09font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-fareast-font-family%3ACambria%3B%0A%09mso-fareast-theme-font%3Aminor-latin%3B%0A%09mso-bidi-font-family%3A%22Times%20New%20Roman%22%3B%0A%09mso-bidi-theme-font%3Aminor-bidi%3B%0A%09color%3Ablack%3B%7D%0A%40page%20Section1%0A%09%7Bsize%3A8.5in%2011.0in%3B%0A%09margin%3A1.0in%201.25in%201.0in%201.25in%3B%0A%09mso-header-margin%3A.5in%3B%0A%09mso-footer-margin%3A.5in%3B%0A%09mso-paper-source%3A0%3B%7D%0Adiv.Section1%0A%09%7Bpage%3ASection1%3B%7D%0A%2D%2D%3E-->	</style>
</p>
<p class=""Carl3"">
	The Sinai peninsula has an area of 23,600 square miles&thinsp;&mdash;&thinsp;smaller than West Virginia. The southwest coast of Sinai borders on the Gulf of Suez, stretching 180 miles from Suez to Sinai&rsquo;s southern tip, Sharm esh-Sheikh. Sinai&rsquo;s southeastern side borders on the Gulf of Elath/Aqaba and is 120 miles long.</p>
<p class=""Carl3"">
	A track called the Darb el-Hagg (the &ldquo;Way of the Pilgrimage&rdquo;) connects Elath/Aqaba on the east with Suez on the west; it was of importance up through the late 1800s, as Egyptian Muslims used it on their pilgrimages to Mecca. During biblical times, this road connected Egypt with Midian (in Saudi Arabia) and provided the Egyptians with access to the copper mines at Timna, just north of Elath/Aqaba.</p>
<p class=""Carl3"">
	The southern tip of Sinai consists of dramatic, jagged granite peaks, some of which reach heights of over 8,600 feet.</p>
<p class=""Carl3"">
	For students of the Bible, the events surrounding the giving of the Law at Mount Sinai are of prime importance&mdash;traditionally located at Jebel Musa.</p>
<p class=""Carl3"">
	The complete development of this section is still in the future.</p>
",,,,,2,4,,511_Sinai10.jpg,"Sinai Peninsula, Mount Moses, Jebel Musa, Elath, Aqaba, Sharm esh-Sheikh, Darb el-Hagg, Saudi Arabia, Midian, Law, Moses, Egypt, Biblos.com, BibleMapper.com",111025 - CR; Home,,
